CIF,Account Name,Region,Product Type,End Balance,Days_Since_Last_Txn,CLV_Predicted,Churn_Probability
CIF01005541,Customer_5542,Addis Ababa,Blatena Saving Account,125895.44,3466,118465.57,0.9999999333200187
CIF01006192,Customer_6193,Addis Ababa,Ordinary Saving Account,142581.19,1963,118419.51,0.9999999442733782
CIF01005961,Customer_5962,Tigray,Ordinary Saving Account,202183.74,1726,118414.54,0.9999999020528982
CIF01001514,Customer_1515,Oromia,Prime Customer Deposit Account,124318.62,3043,118235.336,0.9999999597585526
CIF01005805,Customer_5806,Amhara,Special Saving Account,53430.03,1186,118208.69,0.9999998870966097
CIF01005114,Customer_5115,Amhara,Tirufat Savings Account,114956.29,2309,118150.695,0.9999999612561488
CIF01008234,Customer_8235,Amhara,Special Saving Account,37309.72,473,118114.3,0.9999990066823244
CIF01009378,Customer_9379,Harari,Asrat Bekurat Saving Account,72856.9,519,118096.14,0.9999996270854937
CIF01000546,Customer_547,Somali,Abew Saving Account,159698.21,4559,118050.586,0.9999998900202612
CIF01004893,Customer_4894,Addis Ababa,Ahati Saving Account,136027.58,1122,117986.5,0.9999998582689894
CIF01009952,Customer_9953,Oromia,Dekemezmur Saving Account,147065.95,683,117918.51,0.9999992929987971
CIF01004269,Customer_4270,Tigray,Ahadu Bereket Saving Account,123271.75,717,117534.32,0.9999964623497389
CIF01003152,Customer_3153,Amhara,Special Saving Account,157679.35,2758,117420.96,0.9999999169491744
CIF01008640,Customer_8641,Addis Ababa,Ordinary Saving Account,73769.3,933,117406.05,0.9999999492193944
CIF01009038,Customer_9039,Addis Ababa,Abew Saving Account,94427.37,1730,117205.01,0.9999999123273234
CIF01001205,Customer_1206,Tigray,Agape Saving Account,93867.39,1342,117130.14,0.9999997957548263
CIF01009246,Customer_9247,SNNPR,Ahati Saving Account,69385.32,1007,116994.83,0.9999999654436108
CIF01000174,Customer_175,Dire Dawa,Blatena Saving Account,125900.41,758,116993.81,0.9999961440732038
CIF01002502,Customer_2503,SNNPR,Ordinary Saving Account,143120.44,2277,116956.516,0.9999999862120337
CIF01005267,Customer_5268,Addis Ababa,Werazut Saving Account,179886.19,635,116948.41,0.9999980772955355
CIF01006676,Customer_6677,Benishangul-Gumuz,Special Saving Account,103412.13,1325,116757.18,0.9999999914627876
CIF01005811,Customer_5812,Addis Ababa,Special Saving Account,145684.13,2057,116529.45,0.9999998658718183
CIF01001717,Customer_1718,Oromia,Equb Saving Account,203664.25,445,116476.68,0.9999856081115177
CIF01001341,Customer_1342,Addis Ababa,Dekemezmur Saving Account,185898.06,3913,116272.71,0.999999986377873
CIF01001544,Customer_1545,Benishangul-Gumuz,Special Saving Account,115303.48,3585,116231.61,0.9999999920300912
CIF01000433,Customer_434,SNNPR,Ahati Saving Account,114308.4,493,116093.76,0.9999967909641767
CIF01005330,Customer_5331,Amhara,Ordinary Saving Account,176777.48,3926,115920.49,0.9999999794580663
CIF01005150,Customer_5151,SNNPR,Equb Saving Account,124151.82,3300,115831.125,0.9999999401418158
CIF01005109,Customer_5110,Addis Ababa,Ahadu Bereket Saving Account,72546.57,886,115757.914,0.9999999568860493
CIF01001579,Customer_1580,Amhara,Janderebaw Saving Account,109636.31,757,115734.42,0.9999998541061885
CIF01008288,Customer_8289,Addis Ababa,Couples Saving Deposit,57810.7,917,115713.96,0.9999999554997656
CIF01001206,Customer_1207,Addis Ababa,Couples Saving Deposit,112673.73,2596,115655.336,0.9999999280580937
CIF01005564,Customer_5565,Sidama,Agape Saving Account,150074.29,822,115647.75,0.9999998097914418
CIF01009305,Customer_9306,Tigray,Ordinary Saving Account,152890.94,4927,115580.47,0.9999999314144377
CIF01008160,Customer_8161,Oromia,Hiruyan Saving Account,97837.98,2212,115542.11,0.9999999676183643
CIF01003601,Customer_3602,Amhara,Couples Saving Deposit,73882.04,999,115452.54,0.9999999803795637
CIF01004284,Customer_4285,Oromia,Ordinary Saving Account,148250.35,1998,115274.734,0.9999999204593449
CIF01002685,Customer_2686,Amhara,Ordinary Saving Account,156868.03,1622,115187.51,0.9999998917357988
CIF01006633,Customer_6634,Oromia,Special Saving Account,160175.02,2548,114830.914,0.9999999598534882
CIF01001068,Customer_1069,Addis Ababa,Tirufat Savings Account,112557.8,3439,114812.12,0.9999999270764599
CIF01003488,Customer_3489,Tigray,Tirufat Savings Account,54296.57,779,114789.37,0.9999998852432322
CIF01000604,Customer_605,Tigray,Sitota Saving Deposit,122204.4,2162,114778.836,0.9999999546735138
CIF01009180,Customer_9181,Amhara,Blatena Saving Account,150717.51,3758,114647.68,0.9999999863464966
CIF01006093,Customer_6094,SNNPR,Hiruyan Saving Account,168861.27,947,114562.055,0.9999998901664205
CIF01007465,Customer_7466,Addis Ababa,Blatena Saving Account,101383.69,1366,114505.41,0.9999999391998967
CIF01006059,Customer_6060,Gambela,Ordinary Saving Account,129585.16,3762,114504.82,0.9999999628049177
CIF01008356,Customer_8357,Tigray,Ordinary Saving Account,126372.12,3569,114383.21,0.9999999533149111
CIF01003061,Customer_3062,SNNPR,Couples Saving Deposit,137651.85,4462,114380.89,0.9999999186252391
CIF01000751,Customer_752,SNNPR,Ordinary Saving Account,143491.39,611,114296.266,0.9999961205381248
CIF01001737,Customer_1738,Gambela,Ordinary Saving Account,171516.96,2773,114094.47,0.9999999082563624
CIF01000938,Customer_939,Addis Ababa,Prime Customer Deposit Account,59462.22,1952,113872.945,0.9999999769098905
CIF01009466,Customer_9467,Amhara,Ordinary Saving Account,43844.43,550,113841.625,0.9999999308951374
CIF01007353,Customer_7354,SNNPR,Sitota Saving Deposit,141789.07,1755,113801.61,0.9999997310407085
CIF01003715,Customer_3716,Oromia,Ordinary Saving Account,31689.12,419,113697.234,0.9999992498417943
CIF01001103,Customer_1104,Tigray,Prime Customer Deposit Account,74442.48,1374,113525.88,0.999999664960508
CIF01008123,Customer_8124,Gambela,Werazut Saving Account,133376.1,3949,113467.805,0.9999999255087622
CIF01001878,Customer_1879,Amhara,Special Saving Account,136564.62,2699,113292.37,0.9999999770017504
CIF01007342,Customer_7343,Harari,Janderebaw Saving Account,88714.23,2083,113289.09,0.9999998989912728
CIF01003226,Customer_3227,Oromia,Ordinary Saving Account,115044.4,1295,113215.17,0.9999999404114155
CIF01004764,Customer_4765,SNNPR,Blatena Saving Account,168537.78,1854,113078.234,0.9999998837218473
CIF01001158,Customer_1159,Addis Ababa,Janderebaw Saving Account,175972.04,1050,113011.836,0.9999999758484327
CIF01009364,Customer_9365,Oromia,Special Saving Account,168943.04,4988,112963.84,0.999999969510891
CIF01007366,Customer_7367,SNNPR,Werazut Saving Account,111733.0,1368,112950.17,0.9999999855246591
CIF01006204,Customer_6205,Oromia,Abew Saving Account,197871.87,460,112943.67,0.9999981339911247
CIF01001711,Customer_1712,Addis Ababa,Abew Saving Account,131626.46,1588,112926.65,0.9999999816714426
CIF01003938,Customer_3939,SNNPR,Tirufat Savings Account,85672.23,1383,112908.63,0.9999998363980592
CIF01009351,Customer_9352,Addis Ababa,Hiruyan Saving Account,165041.62,590,112841.96,0.999995776470595
CIF01008550,Customer_8551,SNNPR,Janderebaw Saving Account,132576.23,1090,112819.66,0.9999998350395226
CIF01006306,Customer_6307,Amhara,Ordinary Saving Account,67167.33,891,112783.88,0.9999999142571239
CIF01003010,Customer_3011,Amhara,Abew Saving Account,148673.83,4762,112765.66,0.9999999311652835
CIF01004776,Customer_4777,Tigray,Hiruyan Saving Account,105855.63,639,112700.734,0.9999980369966086
CIF01000654,Customer_655,Harari,Sitota Saving Deposit,143383.72,2891,112590.39,0.99999995271432
CIF01004627,Customer_4628,Addis Ababa,Abew Saving Account,77234.97,668,112556.53,0.9999997117962947
CIF01009342,Customer_9343,Addis Ababa,Hiruyan Saving Account,116137.1,3116,112519.99,0.9999997650873761
CIF01008422,Customer_8423,SNNPR,Ordinary Saving Account,136851.29,2083,112329.01,0.9999999696919275
CIF01002079,Customer_2080,Addis Ababa,Special Saving Account,78441.54,383,112245.76,0.9999998409785646
CIF01008085,Customer_8086,SNNPR,Special Saving Account,59371.42,1670,112206.66,0.9999998118692334
CIF01001307,Customer_1308,Tigray,Washera Saving Account,120630.93,3117,112116.66,0.9999999069452783
CIF01008837,Customer_8838,Benishangul-Gumuz,Blatena Saving Account,154735.27,1074,111902.79,0.9999998364054948
CIF01000013,Customer_14,Oromia,Blatena Saving Account,36960.1,677,111889.336,0.9999993722645569
CIF01001881,Customer_1882,Amhara,Ordinary Saving Account,154605.91,1015,111864.82,0.9999997385438608
CIF01004600,Customer_4601,SNNPR,Ordinary Saving Account,48849.89,853,111778.0,0.9999999272028772
CIF01005224,Customer_5225,Addis Ababa,Couples Saving Deposit,92865.47,1255,111735.47,0.9999999864164415
CIF01005618,Customer_5619,Addis Ababa,Blatena Saving Account,69178.07,1190,111691.96,0.9999999659511805
CIF01004662,Customer_4663,SNNPR,Special Saving Account,61908.72,903,111671.445,0.9999998639496338
CIF01006144,Customer_6145,Addis Ababa,Ordinary Saving Account,128222.09,1044,111657.33,0.9999999567290595
CIF01003447,Customer_3448,Harari,Ordinary Saving Account,196155.62,445,111607.62,0.9999985401259286
CIF01000675,Customer_676,Addis Ababa,Werazut Saving Account,174346.83,505,111519.24,0.9999995675057366
CIF01008247,Customer_8248,Harari,Tirufat Savings Account,171046.79,1618,111494.38,0.9999999159594748
CIF01000245,Customer_246,Amhara,Werazut Saving Account,41229.26,747,111267.336,0.9999985608311848
CIF01008827,Customer_8828,Addis Ababa,Blatena Saving Account,126589.54,2929,111164.805,0.9999999255036953
CIF01007762,Customer_7763,Oromia,Ahadu Bereket Saving Account,82552.0,1021,111135.9,0.9999999242622661
CIF01005619,Customer_5620,Amhara,Special Saving Account,73315.53,896,111118.8,0.9999998987661973
CIF01008919,Customer_8920,Oromia,Ahati Saving Account,145260.9,3642,111030.91,0.9999999529073
CIF01007000,Customer_7001,Addis Ababa,Agape Saving Account,173932.44,4049,110904.18,0.999999994854996
CIF01009508,Customer_9509,SNNPR,Werazut Saving Account,84740.85,1110,110896.19,0.9999999789821807
CIF01001106,Customer_1107,Addis Ababa,Ordinary Saving Account,98264.08,458,110690.336,0.9999996111225768
CIF01006847,Customer_6848,Amhara,Janderebaw Saving Account,145308.57,1153,110575.98,0.9999999843116341
CIF01007071,Customer_7072,Addis Ababa,Abew Saving Account,120916.94,825,110547.74,0.9999997931850902
CIF01008486,Customer_8487,Amhara,Ordinary Saving Account,44080.59,425,110492.945,0.9999988626309813
CIF01002030,Customer_2031,Addis Ababa,Dekemezmur Saving Account,93584.84,2836,110439.516,0.9999999859122419
CIF01005115,Customer_5116,Oromia,Ordinary Saving Account,150586.66,1678,110347.07,0.9999999879634506
CIF01006326,Customer_6327,Addis Ababa,Washera Saving Account,110948.77,722,110329.87,0.9999970655179952
CIF01001119,Customer_1120,Amhara,Dekemezmur Saving Account,64513.0,2067,110229.75,0.9999999754225143
CIF01001532,Customer_1533,Addis Ababa,Ordinary Saving Account,115560.82,793,110228.76,0.9999998912472586
CIF01005108,Customer_5109,Dire Dawa,Hiruyan Saving Account,153832.6,2083,110215.945,0.9999999408142712
CIF01005724,Customer_5725,Addis Ababa,Werazut Saving Account,73684.32,722,110197.41,0.9999998959626676
CIF01007652,Customer_7653,Sidama,Prime Customer Deposit Account,80020.87,475,110167.47,0.9999998581532449
CIF01006943,Customer_6944,Addis Ababa,Ordinary Saving Account,149328.93,1527,109907.414,0.999999867683516
CIF01005037,Customer_5038,Benishangul-Gumuz,Blatena Saving Account,151403.21,1640,109863.72,0.9999999235356606
CIF01009799,Customer_9800,Addis Ababa,Ordinary Saving Account,173377.26,815,109836.48,0.9999997583853679
CIF01005665,Customer_5666,Oromia,Hiruyan Saving Account,145816.78,5033,109823.41,0.9999998164499354
CIF01009479,Customer_9480,Addis Ababa,Blatena Saving Account,114759.34,3589,109798.945,0.9999999889332717
CIF01008146,Customer_8147,Addis Ababa,Werazut Saving Account,38508.42,601,109766.9,0.9999992766630815
CIF01003273,Customer_3274,Oromia,Tirufat Savings Account,98187.07,2785,109760.43,0.9999998310617756
CIF01009777,Customer_9778,SNNPR,Janderebaw Saving Account,140005.94,901,109718.72,0.9999997980092471
CIF01007400,Customer_7401,Addis Ababa,Ordinary Saving Account,40341.19,1433,109679.59,0.999999798225157
CIF01004223,Customer_4224,Oromia,Ordinary Saving Account,75287.34,2896,109453.28,0.9999999498929187
CIF01004749,Customer_4750,Oromia,Werazut Saving Account,47567.17,584,109316.055,0.999999824055268
CIF01004050,Customer_4051,SNNPR,Janderebaw Saving Account,154445.04,682,109301.01,0.999992281430568
CIF01000262,Customer_263,Addis Ababa,Dekemezmur Saving Account,136771.06,1412,109238.29,0.9999999871408302
CIF01007966,Customer_7967,Addis Ababa,Ordinary Saving Account,160847.3,2300,109234.85,0.9999997241318493
CIF01007415,Customer_7416,Sidama,Special Saving Account,182354.06,540,109200.42,0.9999923893889808
CIF01002229,Customer_2230,Addis Ababa,Ordinary Saving Account,118742.97,1163,109170.09,0.9999998107591958
CIF01007280,Customer_7281,Addis Ababa,Ahati Saving Account,141200.58,3049,109152.734,0.9999999883916567
CIF01002749,Customer_2750,Oromia,Ordinary Saving Account,54852.85,743,109136.02,0.9999992848362357
CIF01007630,Customer_7631,Oromia,Hiruyan Saving Account,100181.2,2272,108849.45,0.999999938763356
CIF01009886,Customer_9887,SNNPR,Dekemezmur Saving Account,136143.83,4191,108724.23,0.999999938086196
CIF01000616,Customer_617,SNNPR,Werazut Saving Account,44760.09,1111,108699.94,0.9999999562835297
CIF01002931,Customer_2932,Addis Ababa,Ordinary Saving Account,111830.29,423,108672.59,0.9999999214062627
CIF01000963,Customer_964,Sidama,Ordinary Saving Account,118135.09,2574,108502.48,0.9999999726216661
CIF01006067,Customer_6068,Tigray,Washera Saving Account,73835.63,844,108498.836,0.9999998412090659
CIF01009040,Customer_9041,Addis Ababa,Special Saving Account,169512.92,2201,108407.555,0.9999998050116392
CIF01002567,Customer_2568,Addis Ababa,Ordinary Saving Account,95430.31,586,108390.05,0.9999980959758938
CIF01008216,Customer_8217,Addis Ababa,Hiruyan Saving Account,60130.14,1034,108259.234,0.9999998553277275
CIF01002982,Customer_2983,Addis Ababa,Special Saving Account,171731.3,1309,108258.84,0.9999997527618009
CIF01003787,Customer_3788,SNNPR,Ahadu Bereket Saving Account,65106.09,775,108253.086,0.9999999859730397
CIF01009907,Customer_9908,Oromia,Asrat Bekurat Saving Account,128571.17,5330,108135.72,0.9999999512239984
CIF01003213,Customer_3214,Amhara,Equb Saving Account,38704.89,728,108090.83,0.9999999033298479
CIF01009024,Customer_9025,Addis Ababa,Ahati Saving Account,70424.4,1399,108069.92,0.9999999659511891
CIF01001617,Customer_1618,SNNPR,Tirufat Savings Account,44913.99,841,108046.98,0.999999980130154
CIF01002861,Customer_2862,Amhara,Tirufat Savings Account,71922.34,1170,108031.914,0.9999999210364221
CIF01009642,Customer_9643,Afar,Special Saving Account,57027.14,1190,107994.195,0.9999999597633195
CIF01008538,Customer_8539,Addis Ababa,Blatena Saving Account,111793.33,3397,107987.766,0.9999999856912625
CIF01006457,Customer_6458,SNNPR,Special Saving Account,69353.57,2190,107895.74,0.9999998711537541
CIF01009547,Customer_9548,Tigray,Tirufat Savings Account,101469.8,731,107894.52,0.9999950168539204
CIF01007881,Customer_7882,Addis Ababa,Abew Saving Account,164277.31,2793,107779.01,0.9999999636229444
CIF01001569,Customer_1570,Oromia,Ordinary Saving Account,177166.59,674,107711.516,0.9999993888526426
CIF01003544,Customer_3545,Addis Ababa,Washera Saving Account,156315.19,1731,107648.17,0.9999999448771474
CIF01008249,Customer_8250,Addis Ababa,Ordinary Saving Account,126478.61,2988,107634.85,0.9999999427954168
CIF01002246,Customer_2247,Amhara,Ordinary Saving Account,153164.98,1844,107612.89,0.9999999816357442
CIF01004788,Customer_4789,Oromia,Ordinary Saving Account,101262.8,925,107535.15,0.9999999837005205
CIF01000800,Customer_801,Afar,Ahati Saving Account,111873.24,2642,107452.695,0.9999999069394259
CIF01003259,Customer_3260,Somali,Ahati Saving Account,93411.27,1963,107397.25,0.999999775454947
CIF01008976,Customer_8977,SNNPR,Ahati Saving Account,149455.2,2276,107350.97,0.9999999902167177
CIF01005306,Customer_5307,Amhara,Dekemezmur Saving Account,124172.78,873,107242.52,0.9999999295092218
CIF01009170,Customer_9171,Addis Ababa,Ordinary Saving Account,46050.65,1049,107139.35,0.9999999880348341
CIF01009945,Customer_9946,SNNPR,Werazut Saving Account,46864.89,752,107129.99,0.9999989505220203
CIF01007590,Customer_7591,SNNPR,Ordinary Saving Account,130496.1,3458,107124.86,0.9999999043847667
CIF01007257,Customer_7258,Sidama,Ordinary Saving Account,113064.07,919,107012.0,0.9999998909762987
CIF01009564,Customer_9565,SNNPR,Equb Saving Account,91756.12,661,106968.4,0.999997011208652
CIF01005221,Customer_5222,Addis Ababa,Dekemezmur Saving Account,124717.5,915,106918.88,0.9999999887086041
CIF01009435,Customer_9436,Harari,Abew Saving Account,134432.99,1868,106877.25,0.9999998681003336
CIF01006753,Customer_6754,SNNPR,Agape Saving Account,153802.97,408,106855.1,0.9999965936387518
CIF01003154,Customer_3155,Harari,Prime Customer Deposit Account,102008.2,835,106852.74,0.9999999057716973
CIF01000395,Customer_396,Somali,Ordinary Saving Account,25591.15,478,106841.68,0.999998831855842
CIF01005237,Customer_5238,Addis Ababa,Werazut Saving Account,43730.8,1046,106832.83,0.9999999757672441
CIF01000236,Customer_237,Amhara,Hiruyan Saving Account,88916.92,1655,106703.61,0.9999998933006476
CIF01003358,Customer_3359,Addis Ababa,Tirufat Savings Account,117988.69,817,106563.67,0.9999999161013672
CIF01004545,Customer_4546,Dire Dawa,Abew Saving Account,101025.5,2815,106560.47,0.9999999675414607
CIF01007429,Customer_7430,Tigray,Ordinary Saving Account,131074.63,847,106551.516,0.9999999613608511
CIF01000913,Customer_914,Amhara,Ordinary Saving Account,42208.14,1157,106517.3,0.9999999817049151
CIF01003879,Customer_3880,Addis Ababa,Ordinary Saving Account,57843.16,606,106504.19,0.9999985634050857
CIF01003659,Customer_3660,Dire Dawa,Dekemezmur Saving Account,128313.28,1055,106405.65,0.9999999459797655
CIF01006106,Customer_6107,Addis Ababa,Ordinary Saving Account,169960.8,583,106359.81,0.9999957075120873
CIF01001796,Customer_1797,Tigray,Special Saving Account,84999.54,2236,106353.03,0.9999999513724599
CIF01003884,Customer_3885,Oromia,Ordinary Saving Account,80944.93,1685,106327.945,0.9999999842855674
CIF01009254,Customer_9255,Gambela,Hiruyan Saving Account,90694.77,2001,106177.85,0.9999999439687899
CIF01002824,Customer_2825,Oromia,Ahati Saving Account,79743.09,3504,106162.2,0.9999999052434644
CIF01003727,Customer_3728,Oromia,Couples Saving Deposit,72553.03,1193,106122.73,0.9999999621032979
CIF01002226,Customer_2227,Addis Ababa,Ordinary Saving Account,150295.53,3331,106100.83,0.9999999783457239
CIF01008253,Customer_8254,Amhara,Special Saving Account,118332.66,1944,105950.25,0.9999999875157123
CIF01009923,Customer_9924,Amhara,Asrat Bekurat Saving Account,41661.24,1374,105924.516,0.9999999795563383
CIF01007922,Customer_7923,Addis Ababa,Equb Saving Account,33196.32,528,105900.44,0.9999995855669076
CIF01000387,Customer_388,Dire Dawa,Ahati Saving Account,114614.81,1366,105874.695,0.9999999639635886
CIF01007386,Customer_7387,Afar,Werazut Saving Account,35107.1,400,105820.34,0.9999996770743288
CIF01001120,Customer_1121,Gambela,Ordinary Saving Account,128603.79,4110,105769.04,0.9999999296995029
CIF01008677,Customer_8678,Addis Ababa,Ahati Saving Account,58164.78,1462,105751.25,0.9999996745725954
CIF01006880,Customer_6881,Addis Ababa,Prime Customer Deposit Account,41339.13,394,105710.07,0.9999989016565116
CIF01000032,Customer_33,Sidama,Blatena Saving Account,96335.6,3711,105693.06,0.9999999269286433
CIF01002296,Customer_2297,Addis Ababa,Ahati Saving Account,106731.03,2786,105590.016,0.9999999018303539
CIF01003299,Customer_3300,Amhara,Werazut Saving Account,121727.13,2179,105581.23,0.999999946394617
CIF01001637,Customer_1638,Oromia,Hiruyan Saving Account,112043.12,525,105531.445,0.9999998557893569
CIF01005272,Customer_5273,Oromia,Dekemezmur Saving Account,64204.34,2176,105387.89,0.9999999407162226
CIF01003016,Customer_3017,Addis Ababa,Werazut Saving Account,140114.33,430,105370.62,0.999999075807665
CIF01006498,Customer_6499,Amhara,Abew Saving Account,125437.88,1974,105341.62,0.9999997760748611
CIF01007883,Customer_7884,Oromia,Ordinary Saving Account,67845.7,615,105249.45,0.9999997785667389
CIF01000834,Customer_835,Sidama,Prime Customer Deposit Account,74424.14,1781,105192.61,0.9999999304952198
CIF01006986,Customer_6987,Oromia,Janderebaw Saving Account,176524.51,472,105092.63,0.999990544186948
CIF01009326,Customer_9327,Addis Ababa,Special Saving Account,86537.23,651,105042.23,0.9999966271398486
CIF01002638,Customer_2639,Dire Dawa,Abew Saving Account,149281.36,4470,105031.734,0.9999999188384262
CIF01009976,Customer_9977,Oromia,Ordinary Saving Account,143591.34,2172,105023.71,0.9999999645903496
CIF01005515,Customer_5516,Oromia,Ordinary Saving Account,155827.73,1102,105009.266,0.9999999236562005
CIF01008790,Customer_8791,SNNPR,Blatena Saving Account,138381.51,2653,104956.25,0.999999929194939
CIF01001212,Customer_1213,Amhara,Blatena Saving Account,154637.06,411,104951.88,0.9999989619504304
CIF01001038,Customer_1039,Addis Ababa,Werazut Saving Account,42645.73,714,104937.664,0.9999991037741561
CIF01003170,Customer_3171,SNNPR,Blatena Saving Account,129630.74,4835,104909.08,0.9999999097244988
CIF01006745,Customer_6746,Addis Ababa,Equb Saving Account,90609.91,2133,104878.08,0.9999999670549928
CIF01009729,Customer_9730,Amhara,Tirufat Savings Account,112740.14,1074,104815.766,0.9999999683870028
CIF01004802,Customer_4803,Amhara,Special Saving Account,51323.34,688,104803.72,0.9999986056036051
CIF01008264,Customer_8265,Addis Ababa,Werazut Saving Account,77869.65,449,104796.945,0.9999978484472958
CIF01006625,Customer_6626,Oromia,Ordinary Saving Account,156831.0,504,104727.234,0.9999995717908152
CIF01002512,Customer_2513,Amhara,Ahadu Bereket Saving Account,35556.58,626,104718.195,0.9999991492015947
CIF01006512,Customer_6513,Amhara,Blatena Saving Account,97091.03,3473,104692.05,0.9999999266127405
CIF01004863,Customer_4864,Addis Ababa,Ordinary Saving Account,47022.95,1022,104637.0,0.9999998925617133
CIF01009533,Customer_9534,Oromia,Ordinary Saving Account,29004.77,783,104519.23,0.9999999856168096
CIF01001025,Customer_1026,Oromia,Ordinary Saving Account,133861.19,3627,104518.305,0.9999999634625465
CIF01005892,Customer_5893,Oromia,Ordinary Saving Account,117299.77,2581,104511.555,0.999999961618499
CIF01009959,Customer_9960,Benishangul-Gumuz,Ahati Saving Account,81403.79,1207,104435.66,0.9999999850493138
CIF01006969,Customer_6970,SNNPR,Ahati Saving Account,127983.36,2596,104371.445,0.9999999489663843
CIF01003484,Customer_3485,Sidama,Ordinary Saving Account,79025.31,1216,104352.41,0.9999999750943174
CIF01009618,Customer_9619,Addis Ababa,Blatena Saving Account,101721.18,3551,104292.42,0.9999999708229785
CIF01008840,Customer_8841,Harari,Ordinary Saving Account,30885.69,635,104273.72,0.999998503803321
CIF01006699,Customer_6700,Tigray,Werazut Saving Account,136299.5,872,104264.4,0.9999997307655505
CIF01008866,Customer_8867,Amhara,Werazut Saving Account,90395.15,2383,104257.195,0.9999999387910741
CIF01004687,Customer_4688,Amhara,Werazut Saving Account,123573.42,2147,104235.51,0.9999999243760627
CIF01006290,Customer_6291,Amhara,Agape Saving Account,144979.06,2324,104014.59,0.9999999716896796
CIF01004646,Customer_4647,Oromia,Washera Saving Account,29663.85,749,104001.05,0.9999984933759751
CIF01008515,Customer_8516,Dire Dawa,Abew Saving Account,29847.45,778,103847.6,0.9999999599451483
CIF01001086,Customer_1087,Addis Ababa,Special Saving Account,131269.87,4207,103728.44,0.9999999884669711
CIF01006396,Customer_6397,Oromia,Janderebaw Saving Account,27798.07,759,103707.42,0.9999997307914509
CIF01002297,Customer_2298,Benishangul-Gumuz,Janderebaw Saving Account,72673.92,708,103688.38,0.999997999213449
CIF01008957,Customer_8958,Oromia,Hiruyan Saving Account,56667.91,970,103678.26,0.9999999447469791
CIF01009949,Customer_9950,Amhara,Dekemezmur Saving Account,148919.69,2790,103642.38,0.9999999714457578
CIF01008583,Customer_8584,Amhara,Sitota Saving Deposit,20623.72,450,103631.586,0.9999992191372675
CIF01002804,Customer_2805,Addis Ababa,Hiruyan Saving Account,102505.7,4406,103591.23,0.999999886267645
CIF01004130,Customer_4131,Addis Ababa,Ordinary Saving Account,123477.67,1015,103529.5,0.9999999681049031
CIF01001853,Customer_1854,Tigray,Special Saving Account,48405.65,987,103449.03,0.999999985007229
CIF01002424,Customer_2425,Addis Ababa,Ordinary Saving Account,83308.41,1074,103409.99,0.9999999640086563
CIF01001477,Customer_1478,Oromia,Blatena Saving Account,84894.12,2469,103288.44,0.999999850320689
CIF01005372,Customer_5373,Addis Ababa,Asrat Bekurat Saving Account,30620.96,539,103242.17,0.9999998766368866
CIF01009409,Customer_9410,Oromia,Asrat Bekurat Saving Account,144428.51,3409,103230.44,0.9999999371439887
CIF01002991,Customer_2992,Oromia,Special Saving Account,160740.77,2242,103203.875,0.9999999865044316
CIF01003067,Customer_3068,Amhara,Asrat Bekurat Saving Account,37554.48,946,103195.36,0.9999998444530409
CIF01008370,Customer_8371,Addis Ababa,Abew Saving Account,94197.49,2856,103166.75,0.9999998906676095
CIF01003807,Customer_3808,SNNPR,Prime Customer Deposit Account,89407.52,1214,103110.37,0.9999999388656688
CIF01006632,Customer_6633,Addis Ababa,Couples Saving Deposit,43785.52,660,103069.71,0.9999993625804378
CIF01004389,Customer_4390,Addis Ababa,Washera Saving Account,26558.47,568,103034.06,0.9999988399428491
CIF01004501,Customer_4502,SNNPR,Special Saving Account,121177.82,588,103026.65,0.9999984084832746
CIF01002969,Customer_2970,Addis Ababa,Blatena Saving Account,167982.06,1164,102965.62,0.9999996521855434
CIF01007617,Customer_7618,Amhara,Ordinary Saving Account,139959.04,901,102917.52,0.9999997859567115
CIF01006690,Customer_6691,Amhara,Special Saving Account,30806.66,1351,102869.67,0.9999999835920836
CIF01004595,Customer_4596,Addis Ababa,Equb Saving Account,83952.95,2189,102861.57,0.9999999119255152
CIF01008273,Customer_8274,Addis Ababa,Abew Saving Account,83060.11,2312,102840.6,0.9999999531512682
CIF01001441,Customer_1442,Sidama,Asrat Bekurat Saving Account,167901.29,2102,102824.06,0.9999999493638326
CIF01000399,Customer_400,Dire Dawa,Werazut Saving Account,99632.94,2939,102714.79,0.9999999944409823
CIF01002479,Customer_2480,Addis Ababa,Blatena Saving Account,138775.95,432,102703.76,0.9999857598011647
CIF01001347,Customer_1348,Afar,Blatena Saving Account,72841.64,1318,102697.97,0.999999950389197
CIF01009421,Customer_9422,Addis Ababa,Special Saving Account,55971.84,940,102656.29,0.9999999795393912
CIF01008603,Customer_8604,Harari,Blatena Saving Account,140081.17,1193,102435.73,0.9999995794774476
CIF01004492,Customer_4493,Amhara,Dekemezmur Saving Account,78113.98,3534,102362.24,0.9999997652256927
CIF01002912,Customer_2913,Sidama,Couples Saving Deposit,43662.14,2693,102251.7,0.9999999006850592
CIF01009596,Customer_9597,Addis Ababa,Dekemezmur Saving Account,31229.63,720,102120.66,0.9999998605221657
CIF01005239,Customer_5240,Amhara,Special Saving Account,55330.01,432,102110.06,0.9999998398276114
CIF01008611,Customer_8612,Amhara,Ordinary Saving Account,85170.01,674,102001.82,0.9999998977392708
CIF01009798,Customer_9799,Addis Ababa,Agape Saving Account,98711.44,4101,101978.13,0.9999998545252692
